mean_incubation,std_incubation,mean_delay,std_delay,percent,prior_size,true_size,date_until,max_time_span,num_infer_incubation,num_infer_delay,mode_add_size,add_size_50,add_size_2_5,add_size_97_5,mean_incubation_50,mean_incubation_2_5,mean_incubation_97_5,std_incubation_50,std_incubation_2_5,std_incubation_97_5,mean_delay_50,mean_delay_2_5,mean_delay_97_5,std_delay_50,std_delay_2_5,std_delay_97_5
7.65496551575799,3.30064982037278,4.42076478615671,4.20651983389353,0.521774182520478,50,30,19.9262178825769,43.4964091142492,16,16,4,5.85824169498307,0.967718447859182,15.4211601351879,12.4564659178781,11.0227142324678,14.0307296103392,6.09136591585042,4.58857310835689,7.97796897038978,4.03517719616766,3.36935905730785,4.68901070107193,3.41677255964615,2.30894716258945,4.47595894076556
6.78701678482359,3.54930280948024,5.59945183403091,3.6192852402793,0.859981510014689,50,30,21.366679660861,39.0534497010395,26,26,6,6.58513935532172,1.12866242094745,14.0805698817915,10.6726168749978,9.75433383141054,11.8697053994492,5.89945519404808,4.90075666995853,7.31882902338649,5.82306084751949,4.73716218592523,6.80932892315938,4.31335896606707,2.81602899310322,5.55305373911753
5.44688714279259,4.03399883098259,6.51482083234102,3.2509055488416,0.529284340964103,50,30,16.3004974063512,36.5354342719545,16,16,12,11.6941524185872,4.75117253822179,23.2544094603204,10.1310479725981,8.6109061674413,11.7657087115671,8.62424380027821,6.54166766533771,10.4144804220955,6.84181543225271,6.20826882489934,7.53294598525572,3.34475877252544,2.60222928617144,4.12650100269194
5.68471474538644,4.54342677011909,4.57650188539574,2.37683302735211,0.698893963486087,50,30,17.6429534417209,38.3559814108351,21,21,5,5.74936800451025,1.25379152606201,12.8536798081375,9.69862138804908,8.3668617911736,11.1153377933892,8.12472065601845,6.46109960396541,9.88772315909373,4.25769534428465,3.86403476768384,4.686374259936,1.84017233865269,1.55051977729156,2.34961522683186
6.57717049901685,2.00943008317332,5.92762250551464,2.53774314922783,0.367552801525971,50,30,12.7272126046818,31.6266420947061,12,12,36,36.3945332244699,12.539151230744,74.9477352191103,9.78136541010332,8.59450228523212,10.5469001843449,4.39533246979746,3.37799899576622,5.42054471319399,6.19717672821729,5.48652415688829,6.79092194474372,2.99543164929737,2.56313955785626,3.74330376240005
6.91729880258464,2.54358470611787,6.40101185499628,2.08459890693408,0.226153277045849,50,30,11.0315824546021,29.9549844178002,7,7,98,99.5856986288514,32.065879912251,188.993137612118,10.6928107345,9.91424359959891,11.7338625720664,4.97927682911422,4.0326632134826,5.97159290812057,7.06402113145204,6.61453005127056,7.67261039175136,2.10617015406418,1.62661863972314,2.72163968419315
7.06644681942689,4.7750173258628,5.88499411421423,2.8763294883658,0.400380355671802,50,30,16.4287103162167,42.4742100663605,13,13,8,9.82122347446943,3.30072426947532,25.231830411117,12.3112612415143,10.9968791398825,14.6122124245227,11.3916998338373,9.09589805416448,14.2877700602335,5.33356670493349,4.88356136144829,5.80987013049591,2.19730308770496,1.90090204301061,2.56823405648541
5.53443109164127,3.47161503976517,3.47458305884739,4.92196337541,0.606545501386318,50,30,13.4125570581789,29.0450852687368,19,19,14,16.2399035551212,5.25319179132595,31.210014873234,10.5116594208688,8.7932548332388,12.3316023471149,8.16406919068041,5.81097419236767,10.6604696103527,4.23608817980904,3.25649108200737,5.05822525683701,6.09014028656648,4.29672812102761,8.36363570572181
6.26973395455896,3.45646465207364,5.35374282083331,3.24443955412485,0.600092600755759,50,30,15.5584941931317,34.2854741125736,19,19,12,13.783506662997,4.99116313679622,28.5400060612994,10.4426752978258,9.12065976088702,11.4970015853006,6.38621761244914,4.98199403845631,8.40849547445206,5.06565813488751,4.415799190036,5.66958793633398,2.92640871327637,2.36580012356922,3.57230721797402
6.80653302111691,3.83665464763436,3.82620484767061,3.46971808510913,0.362539771066607,50,30,9.27331316301989,43.9072988048774,11,11,50,57.2579354608919,27.2618583411527,136.680981536214,11.9048325486785,9.99593062675615,13.7661727248754,7.12326142562934,4.9487086422644,9.79370638814292,4.4982521931482,3.51280365242212,5.55724448329714,4.36572595198441,3.04922923388176,5.72065407571958
7.93111439490974,2.77891064114383,6.58388157063372,2.31439784841085,0.546246929235581,50,30,14.8717652929591,45.1764193990655,17,17,68,71.1076659336566,24.4789000740637,148.624048968607,12.5771918376804,10.8462786417013,14.7277047100115,5.4026162620153,3.92818315871736,6.91810217596168,6.21942001118932,5.68767153753477,6.57775542849267,2.05652964409319,1.60480587141733,2.4631890250607
6.93071982447519,4.5070942332655,3.16829065803314,4.31570938957889,0.891334802406127,50,30,32.3163262047807,45.549783513079,27,27,1,1.56310187685244,0.0513888087999344,5.24488085334835,12.3713729377127,10.5245137016542,13.8496027765938,10.4867376070984,7.78123746251472,12.7303149618426,2.63062847366798,2.1176825446865,3.18187004134792,3.44710740684306,2.36452400561907,5.04984607929718
7.47540274184352,4.26357170226121,6.48895360837675,4.14126454228923,0.78400171194898,50,30,21.2839570990661,35.5070707253057,24,24,11,10.7257957806089,3.81471389616277,21.3537609953626,12.1754123969577,10.6932819186418,13.7955755917535,7.83484668465816,6.11164743558383,9.77064872163269,6.80795697100289,5.94884601616102,7.90525150073192,4.85308450550411,3.48437506692131,6.12942902740719
6.66682025290027,3.24401948812298,6.7059945241729,4.14246161110608,0.422010225878515,50,30,14.6598578152456,54.2227088130859,13,13,13,17.3009383561059,5.65052589228997,35.5436915171868,9.23344403806991,8.06647785172653,10.2655863376485,4.98534878090577,3.88909118911692,6.39871918730076,7.16412808178015,5.49427637530721,8.34787261754469,4.37884574423689,2.52710650909484,6.18485759347697
7.08640938017067,3.85038286932599,5.22591935251184,3.19156152881511,0.705927789656772,50,30,19.5711586024679,27.7954199349407,22,22,3,3.98195782293114,0.554139822741716,10.0501262528546,9.01761001485033,8.10146460933698,10.1534469855134,5.33402857172245,4.29078708142322,6.65568930926949,4.99721051753144,4.34999685327639,5.70511517605381,3.25143704498524,2.51740485498672,4.26248406998242
5.13114987414401,3.5585647797207,5.33291542070758,3.0321252530577,0.788520668425122,50,30,20.4182879975437,32.9837536111947,24,24,5,5.91843871594203,1.22187479102824,13.3344570466148,10.7304631097528,9.06971744416312,12.4890926236287,9.12357697220154,6.62477821493278,12.3934507329635,5.14132492471664,4.59784644740296,5.74992241748369,3.06950681637463,2.43374057153782,3.68046138171227
6.69835252245618,2.74453804735881,6.86915974124914,2.60046991245823,0.716328974131603,50,30,18.5742378202855,30.0742381345892,22,22,11,10.133282632616,3.27623000879118,21.2858743757272,9.35912935943655,8.33801315582592,10.6007814447726,4.36819597765961,3.37213565450806,5.51803258590743,7.26878489956711,6.64775310635539,7.8453061965279,2.89620150182399,2.41283559693135,3.53004487558836
7.8470217358348,2.00201776571526,6.64790205314142,4.13590515655546,0.843313609678203,50,30,22.7211673672826,32.983395475477,26,26,2,3.86461837487007,0.545483581918222,9.29441847378864,10.0273650536373,9.30147070485621,10.6814560884448,3.67069041082024,3.00574064710023,4.22426709507937,6.85380326363664,5.99942276803804,7.64253548563952,3.93457339755811,2.87959971055931,4.86678816167335
5.2307020459432,2.06916947318083,3.76838628516808,2.47160930711016,0.376526653022525,50,30,9.63637100666252,22.3110236516764,12,12,50,66.9433382174826,24.936394677634,162.586668075084,9.10643146796129,7.74082277744604,9.91975251414364,3.74135878775596,3.05581673139667,4.57508142740661,3.84167507616157,3.42495033885003,4.35099691454015,1.67625864418617,1.14944964385353,2.33561761217255
6.45545533723128,3.13227286164834,4.76606446891597,4.14843101269254,0.536866950106225,50,30,16.8792439587694,30.4226735424809,17,17,5,8.40787451040013,2.27894631858774,17.5724852051442,9.63753228004988,8.43174205825948,10.6096658709888,5.2557425895965,3.83120973167258,6.91786111071978,5.21166312455016,4.31870903732844,6.11344671423511,3.97033918013642,2.58037889734565,5.48867772824181
5.87542638359885,2.05211407255641,4.65455671955137,3.42444344351854,0.250647509436677,50,30,8.11468247228182,24.5828116092554,8,8,61,64.7611048768343,22.7681555493983,166.056193725684,9.0556942514198,7.52581367039831,10.3389276987078,4.62373243550389,3.46837606967857,5.77430160891672,5.26385269883577,4.33727952376511,6.06638534629118,3.93461500141937,2.97498785566738,5.02159426596997
7.53343183524532,3.47770777733357,3.84852274440049,2.04507466731651,0.181552274964576,50,30,9.2770792351399,26.7401328667804,6,6,23,55.8331148255063,13.8756735103217,172.777531871388,11.5985313225809,10.0896359892704,13.0230677057276,5.96455391954207,4.08189353566323,8.17893318220368,4.05848208425729,3.54522284689838,4.65166645854462,2.22113133967766,1.63544800929893,2.85128019653471
5.60370931339946,2.74100964644639,4.93398121244605,3.77600209874887,0.649229646303949,50,30,13.5711250030387,22.3734023233324,20,20,12,13.3559046082262,3.51522086288492,27.9191190464768,8.26265145065644,7.44567514475805,9.19688531571131,4.4031852303784,3.58295867022812,5.36484532961577,4.6093765207032,4.13915862434728,5.12407684823966,3.3464035451126,2.67897145884203,3.97791332801022
7.09193736579581,4.6062147383723,6.75174398233542,3.76791670418934,0.825912330562204,50,30,19.1287748130964,38.1116829764032,25,25,10,11.2020426835533,4.17254642005816,21.64419374793,10.6494169644158,9.25523359353258,11.820381056916,7.15040079412804,5.73724988926634,8.55749494655677,6.69505415845531,5.87057857021517,7.41842046005591,3.0956143282234,2.28158942000783,3.8984020025627
7.78022659441821,2.77695107369564,3.74845903176961,4.89914141637829,0.167734863465923,50,30,11.6806631613374,87.4126263653522,6,6,11,16.6390581784264,2.34734295301084,58.2407948344337,13.4349827577371,11.2655220291735,16.1105164491563,8.07370430123954,5.53261080956399,11.8099511560483,3.21801310393718,2.45242282184643,3.96682764939252,3.185015361171,1.76146192107016,4.70896493160014
5.79780033308653,3.2649255850207,3.17745910289236,3.32947123498062,0.454296285293797,50,30,10.0617545679045,27.6116724351176,14,14,19,23.5714888021457,4.23674273658234,54.7051876303127,8.9924837705278,7.83398541889601,10.8959663664397,4.33977148659268,2.76675607688644,5.66196822551549,3.12215202107109,2.84466475434492,3.66142015805511,3.02954736052486,2.52853312293673,4.01367182205044
7.91121929921944,4.81796707222986,5.29857116485447,2.82743094782431,0.582981414701344,50,30,15.7894671506094,80.718400778644,18,18,17,18.4055283435149,8.96263340999817,37.0877931307784,11.7607350728324,9.98260147061216,13.5365269871652,7.81673052701072,5.49258521219924,9.88865838401738,5.41192184295888,4.86720323268462,5.88437913792764,3.13159893225004,2.43303554180942,3.73635030201989
5.334617596215,4.72594792000254,4.84622680196802,3.37267770738342,0.599193707670112,50,30,11.8184277500228,38.5369671116082,18,18,18,22.9884897229395,9.41292043752583,39.7209430838249,8.57836142027856,7.41815560236517,9.77271806000187,6.73606592194486,5.15796562720124,8.58242803737265,5.03601952423637,4.42699648406836,5.73720365821961,3.32458780519479,2.61195413259013,4.19002096993584
7.55704045353213,4.91535214383553,5.95306163581363,3.5690341406307,0.790969452862662,50,30,23.9662083820101,35.7589102359406,24,24,6,6.74826931138227,1.83514218436497,15.519590930071,12.7396733332894,11.2805838166014,14.3478497444797,9.25234302105741,7.36650138947706,12.0526672501463,5.74957443538396,5.00529538368301,6.51057458232013,2.93986465966154,2.08315398516304,3.87923529149703
6.68925366399389,4.42085405594516,5.75193299684833,3.59290219971835,0.786929054051834,50,30,20.444050298814,38.8987712908113,24,24,5,4.96663399514709,0.468491515404246,12.7693348282616,9.21343010200036,7.87593755623399,10.4863360653087,5.74053308889058,4.51679854344071,7.32238398300627,5.68774037022234,5.00783797625384,6.44560269168837,3.83587221531567,2.71453221223341,4.75132904578133
