mean_incubation,std_incubation,percent,prior_size,true_size,date_until,max_time_span,num_infer_incubation,mode_add_size,add_size_50,add_size_2_5,add_size_97_5,mean_incubation_50,mean_incubation_2_5,mean_incubation_97_5,std_incubation_50,std_incubation_2_5,std_incubation_97_5
5.06017459,4.30423441,0.735509394,50,30,17.6935339444481,31,23,4,4.18327173044149,0.531121532465752,9.74130940045239,13.824435227225,12.6689950195781,14.8514457235004,4.71194374715777,3.73262086400328,5.60086882265634
5.33915671,4.14720765,0.510955579,50,30,12.0256420627905,35,16,25,26.3969220018856,10.3577086617168,62.7679539617928,14.8181344298917,13.3041206450272,16.7197503588513,6.32232187606093,5.00033167024121,7.98107463382404
5.97932132,3.25105452,0.463651284,50,30,17.1624365075022,32,14,7,10.4924477763563,2.60432465446431,24.8019354018687,17.6038001584782,15.4710906088044,19.1737712326007,6.15395389893198,4.78203940123264,7.65524126270136
6.88436723,2.15054848,0.697052849,50,30,18.9566180971839,48,21,15,16.9208878991509,6.15404750582994,33.7664523824465,19.2329903602818,17.7026328246257,21.2189844998252,6.16548994923999,5.0723194689538,7.43206659295983
5.66920379,3.39183448,0.265075457,50,30,11.6447365469273,37,8,19,42.8337258914781,14.5751482436471,96.9642724716449,16.2753099465353,14.9422491383614,17.7113172844471,4.98911129199586,3.72865711542826,6.46432826729317
5.61590586,4.17858336,0.59423018,50,30,14.8741877725105,36,18,9,10.3142768068035,2.91567931812453,26.7957045031564,14.6851029512425,12.918341849569,16.577539712738,8.11591334420591,6.07008875119977,9.56984592133432
7.79824592,4.9644551,0.572995557,50,30,19.1835963462686,30,18,7,8.5857574392053,2.04556233693564,18.5365335913082,17.8382225698509,16.2909545472735,19.7000533107431,6.1368175218318,4.81504252964626,7.67440794558648
7.17692311,3.93893263,0.449013023,50,30,14.4285611077726,31,14,14,16.5065622650984,4.64244422479445,31.8571593407212,15.8095651942223,14.492487052178,17.3454947725494,5.44552824735057,4.05519935681267,7.20142281016266
7.51054303,4.37429555,0.741134834,50,30,21.0730960330736,42,23,5,7.00441346224424,1.49298160291155,14.8363196442954,17.8582180021967,16.4166704624634,19.1650984226612,6.07724550133956,5.13967296541017,7.13335983199714
7.84687657,2.949075,0.400961287,50,30,15.7164732574715,33,13,19,37.8027818057796,10.3973251979555,70.2676267150744,19.2333391080727,17.4199718672064,20.7148427242649,5.48685683981299,4.24132976492411,6.91927988469955
6.43423563,2.70128482,0.543149715,50,30,14.2470786992102,43,17,15,17.682363372665,4.05756420254598,35.5495309826931,14.8964343135821,13.3536151004311,16.3622019840419,4.73646529778136,3.51095085169349,6.30979770756918
7.14101621,3.98815465,0.506660533,50,30,16.223000330599,45,16,24,27.1532878158339,12.6945919655947,51.2328083934072,19.8174705129071,17.7044913829375,21.5546238608391,7.84424401307633,5.80945984420018,9.86831027301437
7.52099442,2.2746012,0.5078771,50,30,16.5202107302415,31,16,8,16.8773802572109,5.15761361300078,43.0034219127183,17.166753805836,15.5191271731965,18.6814916778406,4.50049840979724,3.67167087101846,5.6641417322753
7.99954809,3.7085008,0.229770568,50,30,12.2225547355386,32,7,39,72.4677741725672,19.4732474495551,169.989335520788,18.9577589388569,17.3533947148421,20.6591099574816,5.88790807134585,4.62599644199041,7.82244797870044
5.18234502,4.81400539,0.373240613,50,30,11.6403480117879,67,12,18,30.5980740728608,8.78066216474431,82.2377709413253,16.388120306246,13.5725127361454,18.1683502103148,8.00782664943177,6.24459501433028,10.0118899960502
7.62422811,3.26622501,0.306856084,50,30,11.2539208336247,31,10,54,117.014474258897,34.6452398818574,195.968304634637,17.5665052718044,16.5373977969615,19.0078897358814,5.43561917013813,4.33950736677875,6.47279103739931
6.0566219,4.13775002,0.0666441102,50,30,5.82080031691016,43,2,89,101.463435500573,16.8540245097476,192.196913979465,15.1411332618223,12.9645816565942,17.3888927514818,6.61197505621444,5.02331456779965,8.87683562031338
5.22545386,3.90773019,0.202893904,50,30,10.2514550953051,28,7,34,62.5154779545503,23.3388692164207,177.753939740855,16.2521766085689,14.7679956323541,17.57582029536,5.34462141974579,4.47574020861161,6.71344340330081
