mean_incubation,std_incubation,percent,prior_size,true_size,date_until,max_time_span,num_infer_incubation,mode_add_size,add_size_50,add_size_2_5,add_size_97_5,mean_incubation_50,mean_incubation_2_5,mean_incubation_97_5,std_incubation_50,std_incubation_2_5,std_incubation_97_5
5.89446633,2.12918609,0.084637347,50,30,4.64423772805135,73,3,3,5.97877050514897,0.967539218904255,27.3548762118602,5.74035613138884,5.08979423185085,6.35747144188088,2.18664612968203,1.67786727265615,2.72597833848103
5.82362194,4.03420147,0.583050855,50,30,7.797808589558,43,18,2,3.17660577403808,0.274367912435177,8.6658517994003,5.23745252869242,4.52052229993349,5.95495264053581,3.52108536096222,2.72432861717382,4.61369078450158
7.228513,3.1783984,0.0725201328,50,30,4.84948661406977,25,3,8,11.5388168472196,1.18511498459824,50.8627497421389,7.21301294446927,6.41118536882091,8.05720361983912,3.13191846517282,2.37842938989029,4.05456096514857
5.85187293,3.20446562,0.584832657,50,30,7.54467413674986,34,18,7,6.99058473834796,1.48922001612388,17.5397570567733,6.41355446018877,5.77736731384856,7.20772738232033,3.52426614834576,2.67284922526879,4.51708038718977
6.43775492,3.81956781,0.45427505,50,30,8.94913875142093,41,14,3,5.85370151416918,1.24209507800009,17.8286361494471,7.55014550428243,6.71766905043314,8.51659948902205,3.80255182396916,2.70406228309881,4.96690812349245
7.25593193,2.35657843,0.274758769,50,30,8.10754078555498,29,9,1,2.57658686247454,0.104178203425221,7.89495005331397,7.00174507525051,6.53865097935307,7.56138505600229,2.086230710358,1.70671037487151,2.62762929793991
5.14320413,2.08959435,0.410949469,50,30,7.43710106866701,22,13,2,2.10683548274912,0.0560115925838023,6.08616054895197,5.47702852629917,4.96747242865601,5.99175804146165,2.22645226827272,1.75302214467356,2.6279204848043
7.76820342,2.73754432,0.849053339,50,30,13.2571778665303,23,26,1,1.46524891576922,0.0263438525331339,5.27584708312458,7.89219072643743,7.1686957909299,8.57321722039956,3.00532878684719,2.52211470211056,3.53713716228908
6.78391698,4.12656493,0.79837625,50,30,15.4410759849542,23,24,1,1.37011917946562,0.121020651257404,5.55747462664711,8.41608359636757,7.36622193084535,9.44635763122718,4.47626587728938,3.50025609138067,6.01388429779448
5.10522168,3.74551968,0.742110611,50,30,11.0658643742697,19,23,1,1.9687872358876,0.152088843691961,6.13133688242992,6.07434913357696,5.2194005600882,6.86076988665615,3.5960376951971,2.8068961598281,4.57118700339567
7.84066912,4.92370818,0.29476589,50,30,7.12896753855246,32,9,6,6.19030058473673,1.17733757802227,16.2561681183603,7.67949886357316,6.62119881167036,8.67415421847899,4.79074074813731,3.45203142250081,6.21427393666457
6.56064122,2.58336706,0.213037998,50,30,6.26782318166346,24,7,5,6.21151276401012,1.37150465193214,21.0037402342658,6.66108912456282,6.09583280438141,7.35233708399134,2.70432512349212,2.17838088725191,3.42122982704256
7.264097,4.10907462,0.277104166,50,30,6.17849935609435,25,9,9,8.64545711719624,2.14535183263227,20.2626918314898,6.65018787235889,5.88705239817368,7.38585967588012,3.03003318754289,2.40482733289229,3.71135031816412
6.09829768,3.71164877,0.291469961,50,30,5.79305157567929,41,9,8,8.89510725133704,1.89802416525853,19.1514585007783,6.53299862910336,5.70493394521234,7.50389142019045,3.94451392116048,2.50692821178383,5.23897304661354
5.95254769,3.69473193,0.881381447,50,30,18.7235730046364,21,27,1,0.70395832851327,0.0868548240675449,2.20703862989382,7.06539591950813,6.3183012200667,8.02669648956987,3.9023822676298,2.96440755639076,4.66313082884913
5.81219806,2.29302188,0.686161434,50,30,11.1034353556639,39,21,1,1.30186238747204,0.0345006608450058,4.38260020440758,6.38877669115487,5.88518925207953,6.97208672223772,2.91060359868801,2.41386969453594,3.60583715618717
6.67012064,3.48399328,0.404861464,50,30,6.77311095612532,27,13,8,7.68326598039359,1.4015659835869,18.6364893761598,6.56984446463787,5.7140347827517,7.45252668410102,3.13571595603269,1.95842811804301,3.96315438351169
7.36704714,3.68903112,0.470665042,50,30,8.67604463198342,22,15,9,9.63759826070347,2.94236050836484,20.6362274844387,8.5985629997053,7.68571231853163,9.93009053441062,4.25608390597619,2.84956187950332,5.43717854514895
7.66450307,3.8229827,0.801219395,50,30,16.5977544230833,26,25,1,0.827597531061398,0.033561689499408,3.43449762627008,7.71396185392445,6.77027021986649,8.50915347338444,4.10970937292084,3.46468443539198,4.70408915286934
7.81134228,2.9180467,0.26180176,50,30,7.20854143513666,28,8,14,14.6903143283464,5.40973163643234,33.5822982762532,8.93453807590931,7.96471471538517,9.72896601771498,3.54302371218312,2.98546325970765,4.18348211843218
5.28117538,4.14599112,0.0873307495,50,30,2.66301781550602,30,3,12,16.4731022536025,2.75784989528804,60.8101687666097,6.04253107166016,5.1593643361755,7.15906590529449,4.34819730085971,3.0011368927969,5.33049761511784
6.60001603,3.56326201,0.139839129,50,30,4.43195666362577,16,5,10,11.0878837204172,1.41852051662167,35.2762152861315,6.24342533330903,5.20652789192915,7.04285027083734,3.12529166570317,2.44525254359163,3.91549666712937
7.43322319,2.75450115,0.0718443397,50,30,4.80416741117159,57,3,32,34.1588749080177,6.38548847591888,120.888947868147,7.87256149775093,7.1390074045606,8.42076323499022,2.64160767995504,2.21718988879265,3.31569465097268
6.47937412,2.82542348,0.286544627,50,30,7.52107846679808,31,9,1,1.94728739982492,0.129095096453267,5.91690623866581,5.96401242433332,5.49214343248323,6.47092430394008,2.31803777376771,1.74765789184873,2.77791728541755
5.09616649,2.99347232,0.927029609,50,30,29.7713081524566,57,28,1,0.54428738418729,0.0296296036967094,1.4499806327025,6.24104419213161,5.5485205485072,6.90884659116536,3.82554484053247,3.24706597350484,4.50659284650305
6.35197351,2.77766035,0.719229758,50,30,10.625032918917,20,22,1,2.12814567170875,0.159232168850985,7.043964247812,7.10693450865993,6.51159134249131,7.80477998297763,2.72802630173562,2.1322942161104,3.47939553105521
6.30834444,2.16864267,0.205615927,50,30,6.93789648038085,26,7,2,3.20307756957972,0.134884771799271,9.90021783075414,6.33951976583441,5.88424514615093,6.7214049021421,1.90096788172472,1.40452149014848,2.33128414382638
7.98630092,4.83249692,0.478432247,50,30,10.9277388397787,30,15,2,2.48211816708376,0.16228494020887,8.22791066277651,7.60583274401104,6.67198291720023,8.43701406518012,3.89440275798149,2.99183216967112,5.43227891654059
6.85823374,2.46880128,0.0896135968,50,30,4.32890701695709,36,3,15,29.7207194729743,5.42294120482721,110.791224095918,7.38588852458988,6.50721569577383,8.45322990508991,2.89752830392902,2.24663562528239,3.64585112544669
6.87123928,4.58216207,0.46929976,50,30,11.1737580831693,24,15,1,1.52328060053793,0.0699613092633902,4.91527805636597,6.76298613203866,5.99027838377751,7.71068648654904,3.40603582104933,2.42769835076268,4.54048666097699
7.15211046,2.12179979,0.334794045,50,30,9.42818863073406,21,11,1,2.31101015812158,0.102146639269034,7.57925140940903,7.70054050009278,7.16005918967543,8.15896885155186,2.13237971759088,1.74223197473578,2.54224466253843
6.795061,4.561166,0.106255898,50,30,3.30259293359582,37,4,27,38.9768193808634,7.53172781142284,103.14342815511,7.99601655437335,6.89886788922704,9.2061572496158,5.04425282511099,3.83434327807645,6.57806447206281
7.66860516,2.03521244,0.659364184,50,30,13.7630001722908,33,20,1,0.546861211516196,0.0511293250566915,1.78577581810166,7.76375177714962,7.33977462640989,8.1183405244193,2.0961159988443,1.79777699144774,2.39200387764924
7.40132388,3.13841675,0.91695019,50,30,17.917742658576,21,28,1,0.717801225134018,0.0192053628425862,2.07877752734208,7.72217148164805,6.91782510479911,8.55556783251642,3.56462510912549,3.09114396820855,4.1448348242949
5.23277728,2.51989367,0.771136781,50,30,10.5445355350104,20,24,1,0.739443576787991,0.102019295575038,2.79672200096173,5.21728286348743,4.75331280956098,5.69864932193604,2.07897710347173,1.65566993189942,2.48512168797102
7.80498341,2.64179008,0.458303238,50,30,9.3246157190423,49,14,5,6.32725922232819,1.48452710600091,15.4012696045378,8.5206765977873,7.91387473531999,9.13009466441679,2.96319040026499,2.40202743960195,3.41914756696455
7.18421751,3.31334361,0.940078293,50,30,23.8723300075984,25,29,0,0.450068105996442,0.0303815517308314,0.996817543940167,6.64288212496813,6.09456410825368,7.14163253803378,3.22295515895983,2.78580639470329,3.6703311956733
7.78218309,4.56343102,0.227908495,50,30,3.72900147924838,24,7,53,107.06048686527,24.3191484274995,189.724483238891,8.31321190466194,7.59726473894807,9.21082326638098,4.0924565735778,3.26186058236746,5.26436427163309
7.16035484,4.34273783,0.391301867,50,30,7.56864931934317,23,12,4,4.36651198209525,0.308041754599302,11.8195406406001,6.22628685134142,5.6328548056335,7.19935113254613,3.33558957682011,2.41310039729004,4.46252587088251
5.76943972,3.58209215,0.675100478,50,30,11.6593796424351,26,21,2,2.31052439485692,0.160272268635016,6.16169441740784,6.95931301596398,6.06830443769215,8.03915950676912,4.30905441077217,3.34039579250761,5.41531664008128
5.47970653,3.16281528,0.365746758,50,30,5.57895389357243,26,11,8,10.0574841316945,2.44608524765838,26.8737464724322,6.64306124077345,5.59360247720695,7.71834652748437,4.67819779675998,3.88796594883841,6.21612405392391
5.93648183,2.62872915,0.151092554,50,30,4.98375366998965,27,5,11,11.7111423745681,2.43080493114389,35.6548337861302,6.53984041775219,5.70885120651733,7.34432016628169,2.72477280673472,2.11961309170597,3.53279876025837
5.10842278,4.96573336,0.949530434,50,30,21.8714841341127,25,29,2,1.56316020071493,0.0877557602018173,3.90950414910779,7.41324695836417,6.11049025653182,8.88287738560088,8.93197378900838,6.95096647993092,11.3884103163123
5.28533305,4.82471405,0.285663391,50,30,3.20736626195088,23,9,14,19.1811424267471,3.89030177740214,47.4561628289497,6.67763738150899,5.2798641004212,8.17212636555549,7.16272960207306,5.20739232150701,9.22042538242354
5.69589407,3.51125751,0.857104123,50,30,17.6083574940211,23,26,1,0.830411766719926,0.0734340534577586,3.67590347934619,6.42199018326538,5.67505774110791,7.21133229515293,4.25089745784886,3.47141116095887,5.0977386871432
6.7898269,2.96384456,0.810081096,50,30,14.1007185243063,29,25,1,1.16639157749536,0.0722790587437678,3.90582114728621,7.31300544898948,6.54574558246359,7.85948143506634,3.75269623035489,3.07860358638307,4.42538770607382
7.41122727,3.79398989,0.240076475,50,30,6.53806463796539,18,8,10,10.191669847524,1.7388436216668,22.9139625013726,7.53601910249509,6.5010647054116,8.56578452188317,3.56047751691895,2.70665786226529,4.40837333630726
7.08085947,4.6607759,0.849703568,50,30,16.3718763178986,29,26,1,1.43239646666989,0.115126939075116,4.96502559823854,8.69496158064045,7.61198216892372,9.87797298086116,4.7226621469493,3.6065207946292,5.91567819702741
6.76254711,3.37064882,0.65533553,50,30,11.3077651772189,18,20,3,3.35486121490572,0.170444415212193,9.66394231706913,8.15611003088216,7.12203250498299,9.15419571632545,4.3038212723947,3.1076272374886,5.27320984259572
5.80478946,2.86580286,0.162279955,50,30,4.14830722545494,22,5,6,11.3127447224867,2.81190566973625,36.4075092448731,5.54664733347086,4.95715453180118,6.3058788372076,2.54092847789585,2.08929653102745,3.07487051460108
6.21365308,2.72473409,0.719801349,50,30,10.3470990169112,21,22,1,1.72646009902666,0.120186924545097,5.48774719036812,6.58183214536138,5.97861689782401,7.32996858344538,2.70791392876771,2.15338405302764,3.3200348680753
7.52464986,3.82422462,0.62488904,50,30,13.4085971159052,59,19,1,1.82986964587621,0.0459061451704897,6.9272315975995,8.14887090673142,7.18708188077542,9.38919927744906,3.92178241734022,2.69183214781815,5.24729690326022
7.78008849,3.47818098,0.501024303,50,30,11.7110438361804,47,16,2,2.11384024946463,0.0660467822008699,6.79801189342309,8.01093313594197,7.07080836522736,8.88373392181626,3.49325828671686,2.7425138652189,4.19758394895639
5.27378877,4.69446136,0.40693949,50,30,5.48372391572044,38,13,6,6.00992141256773,1.39548836378468,14.1794439883629,5.08486954326542,4.15013738120487,5.95799314608776,3.90847391201972,2.80873340081407,5.11530938876925
6.16256262,3.04922902,0.561948747,50,30,8.89537757888388,49,17,2,2.69979942037855,0.139491272558195,8.7759095696985,6.80604780985926,6.26057462698857,7.5290445263581,2.34188070752346,1.48904126975267,3.0362804410578
5.82049104,4.23560503,0.188368504,50,30,6.20509219907373,41,6,2,2.22702742655516,0.102189599631866,6.76880581209657,5.43689700917362,4.4522169241397,6.49631379999426,3.50167643237786,2.28697025322584,4.9003288447047
5.255866,3.41268762,0.0786530535,50,30,2.55687544287162,37,3,15,26.4685739392178,4.47464813706814,108.478943234111,4.99748278999958,4.27017023198343,5.66038140384143,2.46104114200738,1.81620084691609,3.2625068741564
7.12428152,4.1868471,0.513709204,50,30,6.4685361839687,29,16,10,13.2028084020407,3.90619978796316,33.2113884705329,7.06769649957155,6.07993937308909,8.45481822809587,3.77301126117921,2.71051723222964,4.80724126585497
5.77932999,4.56924516,0.166208821,50,30,2.85229706824182,33,5,13,65.4964269229622,7.02172970895565,176.666587064765,7.1679134005425,5.80521319526969,8.96926091427511,4.94014912850228,3.63397332204497,7.53234277552277
7.65704846,3.96331519,0.295713384,50,30,6.76331829125876,26,9,6,7.59037818191969,1.49430149178161,21.0526199182704,7.15806107852049,6.4047266326029,7.92135175971189,3.52748871475503,2.79469645865917,4.20149171095047
6.11818948,2.04330652,0.682179197,50,30,11.4450266972818,32,21,1,0.627942927538701,0.0804805450736246,2.50823610718394,6.32608770721802,5.90981117548708,6.77300229715717,2.23973573131062,1.87797578179206,2.64160572893081
7.0840818,3.32550906,0.37954944,50,30,9.83427786790507,20,12,1,1.83618400155469,0.079174694593928,4.92980492903932,6.68750571346903,6.00453390842031,7.33319388709872,2.79324363182207,2.3183052747828,3.2997734350854
7.49711324,4.53768535,0.711797836,50,30,14.8803424424866,27,22,1,1.03905698882267,0.0392902449995383,3.8397879389644,7.77379819329085,6.89362464890133,8.68157925457355,3.98578863488503,3.10781898275755,5.06305169066185
6.09230747,3.77464229,0.447927674,50,30,8.27629532136252,27,14,2,2.43680328679704,0.274657081010493,6.82807014974962,6.00322437069569,5.35584604457843,6.66202416135339,2.70334260808979,2.11538293964971,3.39216605348088
5.32148008,2.15134381,0.358324589,50,30,5.5295187224228,14,11,8,8.8835123491603,1.93202556826682,19.1674344454925,5.57323877685788,4.86555393659822,6.1249736769894,2.32553975168805,1.81356323613257,2.88209157900373
7.38388994,2.07987386,0.829866793,50,30,12.362662207175,23,25,1,0.980229776744007,0.0942830628541687,3.7551804069209,7.78395648441597,7.35160536103675,8.29017016676563,2.36667173539514,2.01003795704922,2.74063344667396
6.73523869,4.66689689,0.461970374,50,30,6.9736886969568,24,14,8,8.31987756499371,1.71496712840583,18.6422739068536,7.21662992654311,5.97664210005621,8.53326452338386,5.28073449608707,3.82244637902333,6.57437528358828
