mean_incubation,std_incubation,mean_delay,std_delay,percent,prior_size,true_size,date_until,max_time_span,num_infer_incubation,num_infer_delay,mode_add_size,add_size_50,add_size_2_5,add_size_97_5,mean_incubation_50,mean_incubation_2_5,mean_incubation_97_5,std_incubation_50,std_incubation_2_5,std_incubation_97_5,mean_delay_50,mean_delay_2_5,mean_delay_97_5,std_delay_50,std_delay_2_5,std_delay_97_5
6.93012348387467,3.92764599021788,5.28671945286274,3.15765079675251,0.711209319444539,50,30,16.9434189481244,24.5085879603678,22,22,3,3.25418476143006,0.359603276894912,10.4011531432516,7.08386205754655,6.38681367188131,7.71108667369012,3.39168966331217,2.78342213963912,4.07089768376801,4.90567610635739,4.29067896452357,5.6409853741346,3.34209234979908,2.53028765396229,4.09658536339772
7.22021416597854,2.03315299546019,4.43895130122843,3.60038077962019,0.806695276708915,50,30,25.0331480787685,35.8185815463373,25,25,1,0.636663044174643,0.0330237805481206,2.56811822549639,8.12764815057053,7.56194167200722,8.62317557464609,2.85316714578333,2.43087182965147,3.26830300775162,4.31595639983352,3.59940675341084,5.08158894372063,4.08017749937595,3.08483732831319,5.37977962246659
6.64435287051313,4.79647490999012,6.75030849919215,2.92785584889743,0.787793517211966,50,30,22.4441436546653,33.7930979811217,24,24,1,2.07255467536126,0.052710349150583,6.35955676901168,7.15529637796571,6.25940813151215,7.91470262932805,5.3137814348934,4.46896880100624,6.46065258995291,7.07352253380908,6.33259830995652,7.69871081902257,2.99853058412621,2.12294394063121,3.73517389778969
7.11389257883109,2.14434541938619,3.82296941307305,4.54330355584041,0.699368233746936,50,30,17.9849986293004,26.2747703399788,21,21,3,3.80052417185282,0.161412686016452,10.922186774456,7.39784359509095,6.89423590354499,7.80811855686582,2.36190581742079,2.00660079464893,2.65673160357211,5.25180416781393,4.07053539234798,6.81586733529984,7.75884562621668,4.96439539708537,12.0853697480699
5.69843021253916,2.12318803150093,6.64895578447848,3.84060377703355,0.843490657748971,50,30,21.4153624219085,35.3611736322274,26,26,1,0.889211647108656,0.0275419286915152,3.83764170931086,6.20254953221604,5.73167345192307,6.63045991872186,2.14484435601136,1.90696967378111,2.44038449804495,6.65376683158307,5.96617419092882,7.33765665019015,3.40912056892777,2.67947439141781,4.32582589878707
7.29710547709883,3.91445631558659,5.4754339573621,3.00388151435832,0.315982732157759,50,30,12.5584504862634,46.2672932074268,10,10,9,14.1813275165788,4.48358587852257,30.5510422866072,8.79738075347612,7.6880536539148,10.5064236935619,5.399661010676,4.01226809569751,6.97480068505293,5.44228204843819,4.81069933266741,6.24937439070044,3.26272004629035,2.68712502632508,3.80378506884521
5.65020934079855,3.03460078162598,3.19661141998518,2.92480553273638,0.398982278569256,50,30,10.550567286867,37.3378088653239,12,12,4,4.28204851356059,0.476524421036622,11.1730434397869,6.18189447072341,5.42821201325075,6.9548657584366,2.90113881649244,1.93973660444209,4.04699352297319,2.66440494974243,2.09174200271636,3.21730509272572,2.85888799108684,1.96363789242476,3.95513662251441
6.10204173674011,2.22784695427706,4.70824979818941,3.34638594174866,0.11618463044505,50,30,8.14254485544569,26.7577242701081,4,4,10,13.2090038693483,2.22704271513479,30.0962339889535,6.52357085818824,5.93493118965776,7.13437959775012,2.08575035826458,1.67987688186599,2.51877827506938,3.7008447786232,3.10778727075721,4.2720223444649,2.0770661480982,1.47166282738667,2.81897290959653
7.43120524185065,2.47636370327116,4.89837397836171,2.02601961123088,0.206472037499825,50,30,10.0156042489333,29.7324180803609,7,7,22,24.326209581356,7.75257024289269,52.2601141070738,7.14203960089055,6.67945824124785,7.64456254916199,1.72182957833297,1.39712470184081,2.02803475089283,4.96510265198672,4.56730036596765,5.4902744929125,2.16092056066403,1.7778026610843,2.54480394950892
5.5253043303883,3.5665949014523,6.86641835603209,2.23125272459946,0.662784600090237,50,30,16.5179271661383,31.7993734716872,20,20,3,3.78315200655378,0.311207274235664,10.5434641342107,5.96612766283481,5.36509702062754,6.66202928263021,3.48146840115448,2.81682953112031,4.5588979118283,6.91902475921168,6.27863364203734,7.35471331752261,2.2671458528429,1.83696512989603,2.70562777715152
