mean_incubation,std_incubation,mean_delay,std_delay,percent,prior_size,true_size,date_until,max_time_span,num_infer_incubation,num_infer_delay,mode_add_size,add_size_50,add_size_2_5,add_size_97_5,mean_incubation_50,mean_incubation_2_5,mean_incubation_97_5,std_incubation_50,std_incubation_2_5,std_incubation_97_5,mean_delay_50,mean_delay_2_5,mean_delay_97_5,std_delay_50,std_delay_2_5,std_delay_97_5
7.69750542871045,2.26438792257561,4.24169430404329,1.11576695216448,0.81654046550848,50,100,14.3799182257753,21.3498975272695,82,82,17,19.3187271871319,8.19861069600059,34.4011187196021,7.81600441507817,7.3862110049428,8.22990915612933,2.26642862177687,1.95495119093316,2.59200059016777,4.26964264674708,4.05536740038682,4.46356459345229,1.20275911383079,1.04668513141328,1.37248470001621
