 5.46028452e+01, 5.40499721e+01, 4.66829144e+01, 6.91233829e+00, 2.10010304e+00,       00000002, 1.38727711e+00
 5.96419695e+01, 4.67777942e+01, 4.89500480e+01, 6.26726166e+00, 2.37289557e+00,       00000002, 1.93295630e+00
 5.81789605e+01, 5.16805335e+01, 5.54957110e+01, 6.26726166e+00, 2.44649975e+00, 2.06572279e+00, 2.23506610e+00
 5.65375556e+01, 5.18386020e+01, 6.36582732e+01, 6.26726166e+00, 2.83695086e+00, 2.17869459e+00, 2.83498904e+00
 5.12996080e+01, 4.53398791e+01, 5.57422575e+01, 6.26726166e+00, 2.83695086e+00, 2.17869459e+00, 2.73870232e+00
 5.50774753e+01, 3.55996174e+01, 4.65062960e+01, 6.26726166e+00, 3.31775064e+00, 2.17869459e+00, 2.86063635e+00
 5.49442812e+01, 3.05632804e+01, 5.15611305e+01, 6.26726166e+00, 3.35139684e+00, 2.17869459e+00, 2.14222747e+00
 6.07820998e+01, 2.19041788e+01, 4.59315201e+01, 6.26726166e+00, 3.35139684e+00, 2.17869459e+00, 2.06095516e+00
 5.65832983e+01, 1.56194865e+01, 5.56261663e+01, 6.26726166e+00, 3.35139684e+00, 2.17869459e+00, 2.13176438e+00
 6.08573254e+01, 1.56194865e+01, 5.73264964e+01, 6.26726166e+00, 3.35139684e+00, 2.22998240e+00, 2.13176438e+00
 5.86280338e+01, 5.95248584e+00, 5.89250778e+01, 6.41818167e+00, 3.35139684e+00, 2.22998240e+00, 2.93692041e+00
 6.38340157e+01, 5.95248584e+00, 6.45608478e+01, 6.89521236e+00, 3.71270831e+00, 2.22998240e+00, 2.60179924e+00
 6.67433786e+01, 4.15879022e+00, 5.59556780e+01, 6.89521236e+00, 3.59034586e+00, 2.22998240e+00, 2.77993920e+00
 6.39500837e+01, 3.83760775e+00, 5.01337579e+01, 6.89521236e+00, 3.59034586e+00, 2.63130170e+00, 2.87706147e+00
 6.44409195e+01, 1.68452031e+00, 5.51845112e+01, 6.89521236e+00, 3.54353264e+00, 2.63130170e+00, 2.87706147e+00
 6.01564972e+01, 1.68452031e+00, 4.58898966e+01, 6.89521236e+00, 3.54353264e+00, 2.63130170e+00, 3.11634203e+00
 5.79290219e+01, 1.68452031e+00, 5.22171540e+01, 6.89521236e+00, 3.08098965e+00, 2.63130170e+00, 2.58581298e+00
 5.62259006e+01, 1.68452031e+00, 4.92153586e+01, 6.89521236e+00, 3.47512429e+00, 3.04495945e+00, 2.47327855e+00
 5.41936311e+01, 1.68452031e+00, 5.33878243e+01, 6.51439171e+00, 3.72178731e+00, 3.23137425e+00, 2.56032451e+00
 5.76507772e+01, 1.68452031e+00, 5.28814508e+01, 6.54152019e+00, 3.76622735e+00, 3.69766669e+00, 2.56032451e+00
 6.20146505e+01, 1.68452031e+00, 5.36204542e+01, 7.15712414e+00, 4.18154988e+00, 3.69766669e+00, 2.64642644e+00
 5.68628773e+01, 3.72137339e+00, 4.40944936e+01, 7.93206379e+00, 4.08987327e+00, 3.97516211e+00, 3.39697435e+00
 6.09910878e+01, 3.72137339e+00, 4.40944936e+01, 7.93206379e+00, 4.19532397e+00, 3.97516211e+00, 3.39697435e+00
 5.57639448e+01, 5.45484005e+00, 3.98517763e+01, 7.93206379e+00, 4.26399202e+00, 4.16159001e+00, 3.31362926e+00
 5.01221713e+01, 3.61128247e+00, 3.98517763e+01, 7.93206379e+00, 4.67131210e+00, 4.16159001e+00, 3.31362926e+00
 4.70041587e+01, 4.09485984e+00, 3.98517763e+01, 7.80480040e+00, 4.34989817e+00, 4.16159001e+00, 3.31362926e+00
 4.49997359e+01, 5.40754383e+00, 3.98517763e+01, 8.14727162e+00, 4.60841347e+00, 4.50002029e+00, 3.92143713e+00
 4.96995455e+01, 1.02013681e+00, 3.99779840e+01, 8.14727162e+00, 4.65992771e+00, 4.50002029e+00, 3.91905163e+00
 4.52492097e+01, 6.43332569e+00, 3.99779840e+01, 8.14727162e+00, 4.61248889e+00, 4.50002029e+00, 3.91905163e+00
 4.27320625e+01, 6.43332569e+00, 3.99779840e+01, 8.14727162e+00, 4.61248889e+00, 4.50002029e+00, 3.91905163e+00
 4.56699657e+01, 7.46971309e+00, 3.64768851e+01, 8.14727162e+00, 4.98542990e+00, 4.89350739e+00, 3.91905163e+00
 4.15377324e+01, 7.46971309e+00, 3.64768851e+01, 8.05964585e+00, 5.05003268e+00, 5.21292987e+00, 3.91905163e+00
 3.92232769e+01, 7.46971309e+00, 3.47737282e+01, 8.05964585e+00, 5.05003268e+00, 5.21292987e+00, 3.93052358e+00
 3.74421088e+01, 5.92282985e+00, 3.46354727e+01, 7.74124509e+00, 5.09390145e+00, 5.21292987e+00, 4.01228388e+00
 4.13021503e+01, 5.92282985e+00, 3.46354727e+01, 7.91800540e+00, 5.09390145e+00, 5.21292987e+00, 4.01228388e+00
 3.65796515e+01, 5.92282985e+00, 2.47970636e+01, 7.91800540e+00, 5.09390145e+00, 5.38179251e+00, 4.01228388e+00
 3.77593697e+01, 1.31509940e+01, 2.47970636e+01, 7.91800540e+00, 5.22118619e+00, 5.60230103e+00, 4.87128206e+00
 3.94883392e+01, 1.31509940e+01, 1.52465521e+01, 8.00988219e+00, 5.22118619e+00, 5.90350566e+00, 5.72624227e+00
