 4.98617592e+01,       00000007, 2.46067615e+00,       00000002,       00000001
 6.00508552e+01,       00000007, 2.46067615e+00,       00000002,       00000001
 6.18409111e+01, 7.54827907e+00, 2.46067615e+00,       00000002,       00000001
 7.19370197e+01, 7.17643749e+00, 3.05042598e+00,       00000002, 1.79731719e+00
 6.97753908e+01, 7.17643749e+00, 2.68899718e+00,       00000002, 1.79731719e+00
 6.46459485e+01, 6.91916100e+00, 2.68899718e+00, 2.68841408e+00, 2.29644728e+00
 5.33835064e+01, 6.91916100e+00, 2.85357420e+00, 3.32977576e+00, 2.29644728e+00
 6.42710986e+01, 7.00922388e+00, 3.13292997e+00, 3.58032282e+00, 2.40206065e+00
 5.79025320e+01, 7.00922388e+00, 3.13292997e+00, 3.58032282e+00, 2.36344957e+00
 5.62983705e+01, 7.00922388e+00, 3.17241280e+00, 3.58032282e+00, 2.30128853e+00
 6.19045779e+01, 7.00922388e+00, 3.20515880e+00, 3.85943675e+00, 2.61163447e+00
 6.76376104e+01, 6.76117160e+00, 3.20515880e+00, 3.97448601e+00, 2.91320337e+00
 7.46958253e+01, 7.99485059e+00, 3.20515880e+00, 4.15514831e+00, 2.39668354e+00
 8.37339736e+01, 7.00152118e+00, 3.20515880e+00, 4.15514831e+00, 2.39668354e+00
 7.32743698e+01, 7.20362838e+00, 3.53857588e+00, 4.53515835e+00, 2.39668354e+00
 6.85888731e+01, 7.20362838e+00, 3.39686764e+00, 4.53515835e+00, 2.76863061e+00
 6.34011255e+01, 7.20362838e+00, 3.38570454e+00, 4.31087134e+00, 3.58025773e+00
 5.20712954e+01, 6.67408019e+00, 2.98515147e+00, 4.31087134e+00, 3.05149308e+00
 6.31018451e+01, 7.10719580e+00, 2.53416121e+00, 4.23471942e+00, 3.05149308e+00
 6.39586201e+01, 7.10719580e+00, 2.17920304e+00, 4.85906602e+00, 3.05149308e+00
 7.52651880e+01, 6.40381464e+00, 2.17920304e+00, 4.48541274e+00, 3.05149308e+00
 7.67845165e+01, 6.40381464e+00, 2.83512723e+00, 4.20142737e+00, 3.28159591e+00
 8.75086972e+01, 7.02801249e+00, 2.83512723e+00, 4.20142737e+00, 3.28159591e+00
 9.80786381e+01, 7.02801249e+00, 2.51709611e+00, 4.49845062e+00, 3.55725942e+00
 9.57021201e+01, 7.02801249e+00, 3.17128084e+00, 4.89515057e+00, 3.55725942e+00
 8.83199481e+01, 7.02801249e+00, 2.46365995e+00, 5.27560292e+00, 3.55725942e+00
 8.02206331e+01, 7.02801249e+00, 2.76335007e+00, 5.28407373e+00, 4.26901296e+00
 7.23234207e+01, 7.15693055e+00, 2.73199298e+00, 5.39232264e+00, 3.72572364e+00
 6.75180256e+01, 6.47114888e+00, 2.81560011e+00, 5.39232264e+00, 3.91377835e+00
 7.88034249e+01, 6.78646971e+00, 2.81560011e+00, 5.39232264e+00, 4.60474899e+00
 7.41143800e+01, 6.78646971e+00, 2.81560011e+00, 5.40923528e+00, 3.87304111e+00
 7.64895292e+01, 6.78646971e+00, 2.74795418e+00, 5.38390076e+00, 4.29578706e+00
 6.80157274e+01, 6.85771565e+00, 3.13513589e+00, 5.38390076e+00, 3.74731121e+00
 6.41616887e+01, 6.85771565e+00, 2.76151721e+00, 5.17977343e+00, 3.29938307e+00
 7.43979034e+01, 6.85771565e+00, 3.37665011e+00, 5.10939307e+00, 3.78385276e+00
 6.68672289e+01, 6.85771565e+00, 3.37665011e+00, 5.71924653e+00, 3.85400815e+00
 6.08052909e+01, 6.89333896e+00, 2.98099199e+00, 5.71924653e+00, 4.18514937e+00
 6.11619114e+01, 7.02617567e+00, 2.98099199e+00, 5.93287667e+00, 3.94235662e+00
 5.44747854e+01, 7.02617567e+00, 2.19618628e+00, 5.84696167e+00, 4.32662503e+00
 6.14615007e+01, 7.02617567e+00, 2.19618628e+00, 5.58343625e+00, 4.59118311e+00
 5.58664421e+01, 7.24200730e+00, 2.19618628e+00, 5.58343625e+00, 4.23086533e+00
 6.07483172e+01, 7.24200730e+00, 2.96745593e+00, 5.59376201e+00, 4.23071159e+00
 6.52335018e+01, 7.24200730e+00, 2.96745593e+00, 5.59376201e+00, 4.57605892e+00
 5.52815412e+01, 7.24200730e+00, 2.96745593e+00, 6.10722935e+00, 4.34160057e+00
 6.08949736e+01, 7.24200730e+00, 3.04146520e+00, 6.10722935e+00, 4.39211752e+00
 7.11972103e+01, 7.24200730e+00, 2.70952590e+00, 6.38053801e+00, 4.39211752e+00
 8.18999767e+01, 7.24200730e+00, 2.70952590e+00, 6.09893500e+00, 4.29121426e+00
 7.29383238e+01, 7.58286411e+00, 3.37349692e+00, 6.32745171e+00, 5.01070284e+00
 6.64353502e+01, 7.57411405e+00, 2.98495626e+00, 6.55684183e+00, 5.01070284e+00
 6.93330064e+01, 6.76086661e+00, 2.98495626e+00, 5.99978260e+00, 5.22234875e+00
 6.46334581e+01, 6.76086661e+00, 2.57048454e+00, 6.35452142e+00, 5.22234875e+00
 7.17597187e+01, 7.10495573e+00, 3.13558808e+00, 5.96440054e+00, 5.16752635e+00
 6.54396094e+01, 8.21152363e+00, 3.28939654e+00, 6.19453848e+00, 5.12496722e+00
 6.34217637e+01, 8.21717782e+00, 3.28939654e+00, 6.19453848e+00, 5.12496722e+00
 7.35934189e+01, 8.21717782e+00, 3.28939654e+00, 6.19453848e+00, 5.12496722e+00
 6.90229700e+01, 8.21717782e+00, 3.14988999e+00, 6.06945153e+00, 5.12496722e+00
 7.46206445e+01, 6.84484389e+00, 3.05181729e+00, 6.06945153e+00, 5.17671729e+00
 7.38680664e+01, 6.84484389e+00, 2.39396228e+00, 6.55847670e+00, 5.03762554e+00
 7.99748925e+01, 6.84484389e+00, 2.39396228e+00, 6.12997766e+00, 4.46726028e+00
 7.49008263e+01, 6.84484389e+00, 2.39396228e+00, 5.97609011e+00, 4.46726028e+00
 7.57948817e+01, 6.84484389e+00, 2.81012886e+00, 5.89683529e+00, 4.39820149e+00
 6.77123732e+01, 6.84484389e+00, 2.81012886e+00, 5.89683529e+00, 4.08569963e+00
 5.98442951e+01, 6.84484389e+00, 2.84567116e+00, 5.89683529e+00, 3.67365752e+00
 5.63995778e+01, 6.84484389e+00, 2.84567116e+00, 5.89683529e+00, 3.67365752e+00
 5.87747035e+01, 8.12214241e+00, 2.84567116e+00, 5.89683529e+00, 4.06838025e+00
 6.40124067e+01, 8.12214241e+00, 2.84567116e+00, 5.51996775e+00, 4.06838025e+00
 7.09863086e+01, 6.75622960e+00, 2.70907693e+00, 5.51996775e+00, 3.25571199e+00
 7.72519677e+01, 6.40904979e+00, 2.70907693e+00, 5.44005919e+00, 3.25571199e+00
 7.13669803e+01, 6.72274481e+00, 2.70907693e+00, 5.41780067e+00, 3.14539423e+00
 6.52586119e+01, 7.41442170e+00, 3.02100638e+00, 4.96644245e+00, 3.31753943e+00
 7.53830846e+01, 7.41442170e+00, 3.02100638e+00, 4.80373357e+00, 2.84754363e+00
 8.21085746e+01, 7.41442170e+00, 2.79966358e+00, 4.80373357e+00, 3.61278547e+00
 8.04024297e+01, 7.54398951e+00, 3.43226309e+00, 5.35906458e+00, 3.61278547e+00
 8.97053238e+01, 7.43772247e+00, 3.43226309e+00, 5.35906458e+00, 3.28693630e+00
 9.89021637e+01, 6.95081441e+00, 3.16814378e+00, 5.35906458e+00, 3.05184108e+00
 1.01864778e+02, 6.95081441e+00, 2.99635718e+00, 5.35906458e+00, 3.05184108e+00
 9.84154004e+01, 6.95081441e+00, 2.99635718e+00, 5.35906458e+00, 3.05184108e+00
 8.78513470e+01, 7.21058866e+00, 3.24044334e+00, 5.34568402e+00, 3.05184108e+00
 9.85467314e+01, 7.77762514e+00, 3.24044334e+00, 5.34568402e+00, 3.05184108e+00
 9.85037730e+01, 7.77762514e+00, 3.24044334e+00, 4.68987447e+00, 3.26780302e+00
 9.27089065e+01, 7.77152181e+00, 2.52144498e+00, 4.99293251e+00, 4.10712662e+00
 8.67057934e+01, 7.77152181e+00, 2.71821499e+00, 4.91882691e+00, 4.10712662e+00
 9.25180180e+01, 7.41623994e+00, 3.32171831e+00, 4.95262230e+00, 4.04008675e+00
 9.09141831e+01, 7.41623994e+00, 3.53044762e+00, 5.14558415e+00, 3.36034673e+00
 8.55370043e+01, 6.98533352e+00, 3.53044762e+00, 5.14558415e+00, 3.46274061e+00
 7.55003967e+01, 6.98533352e+00, 3.53044762e+00, 4.47672761e+00, 3.23437891e+00
 7.51257424e+01, 7.72525610e+00, 4.18670789e+00, 4.47672761e+00, 3.62454064e+00
 7.23172183e+01, 7.33616672e+00, 4.19010034e+00, 4.85069644e+00, 3.18153560e+00
 7.33208045e+01, 7.33616672e+00, 4.19010034e+00, 4.85069644e+00, 3.35553526e+00
 7.44975539e+01, 7.33616672e+00, 4.18729188e+00, 4.85069644e+00, 3.14093319e+00
 7.06334361e+01, 7.33616672e+00, 3.97798870e+00, 4.85069644e+00, 3.14093319e+00
 7.67695004e+01, 7.69243256e+00, 3.97798870e+00, 4.47604908e+00, 2.77680216e+00
 8.35876631e+01, 7.79013282e+00, 3.97798870e+00, 4.25454284e+00, 2.43536230e+00
 8.86078662e+01, 7.94674228e+00, 3.38923259e+00, 4.25454284e+00, 2.55374787e+00
